id	sym	MYC_GFP_untreated_rep1	MYC_GFP_untreated_rep2	MYC_GFP_untreated_rep3	MYC_GFP_NCS_rep1	MYC_GFP_NCS_rep2	MYC_GFP_NCS_rep3
ENSG00000039319	ZFYVE16	357	263	124	380	385	297
ENSG00000039523	FAM65A	161	122	186	95	92	100
ENSG00000039560	RAI14	728	629	342	611	695	467
ENSG00000039600	SOX30	0	8	4	6	1	5
ENSG00000039650	PNKP	261	219	337	113	158	170
ENSG00000039987	BEST2	0	1	1	0	0	0
ENSG00000040199	PHLPP2	1268	1052	759	979	1139	725
ENSG00000040275	SPDL1	757	715	822	626	557	463
ENSG00000040341	STAU2	320	204	255	225	258	134
ENSG00000040487	PQLC2	57	37	92	28	30	39
ENSG00000040531	CTNS	41	29	25	25	34	24
ENSG00000040608	RTN4R	20	34	45	10	7	9
ENSG00000040633	PHF23	188	239	601	114	87	141
ENSG00000040933	INPP4A	137	107	129	92	122	85
ENSG00000041353	RAB27B	745	600	476	684	764	387
ENSG00000041357	PSMA4	4173	5044	5220	2891	2942	4261
ENSG00000041515	MYO16	8	1	12	2	3	2
ENSG00000041802	LSG1	1526	1213	1292	1313	1200	1105
ENSG00000041880	PARP3	11	2	7	6	7	6
ENSG00000041988	THAP3	86	66	147	65	54	62
ENSG00000042062	FAM65C	70	39	55	64	46	57
ENSG00000042088	TDP1	600	421	570	439	585	424
ENSG00000042286	AIFM2	327	205	478	248	159	216
ENSG00000042317	SPATA7	143	181	201	183	193	168
ENSG00000042429	MED17	918	691	928	741	749	621
ENSG00000042445	RETSAT	60	40	100	83	99	88
ENSG00000042493	CAPG	13	9	21	6	3	14
ENSG00000042753	AP2S1	459	505	656	335	373	506
ENSG00000042781	USH2A	17	16	4	22	38	15
ENSG00000042813	ZPBP	0	0	2	0	0	0
ENSG00000043039	BARX2	69	80	102	47	57	44
ENSG00000043093	DCUN1D1	1527	1470	1299	1260	1294	1196
ENSG00000043143	JADE2	272	231	290	163	175	178
ENSG00000043355	ZIC2	139	199	154	101	76	76
ENSG00000043514	TRIT1	251	222	224	196	224	144
ENSG00000043591	ADRB1	97	119	90	67	64	86
ENSG00000044012	GUCA2B	0	0	0	0	0	1
ENSG00000044090	CUL7	102	70	134	103	79	80
ENSG00000044115	CTNNA1	1209	831	832	740	963	795
ENSG00000044446	PHKA2	130	76	107	101	104	73
ENSG00000044524	EPHA3	6	2	3	6	3	0
ENSG00000044574	HSPA5	6332	5136	8070	4116	4160	4177
ENSG00000046604	DSG2	1332	1222	930	1087	1114	922
ENSG00000046647	GEMIN8	116	89	117	69	96	51
ENSG00000046651	OFD1	415	312	430	352	389	300
ENSG00000046653	GPM6B	146	192	132	175	171	123
ENSG00000046889	PREX2	0	0	0	0	0	1
ENSG00000047056	WDR37	394	442	433	405	429	352
ENSG00000047188	YTHDC2	321	230	170	415	437	213
ENSG00000047230	CTPS2	167	145	167	128	169	122
ENSG00000047249	ATP6V1H	426	363	405	365	465	374
ENSG00000047315	POLR2B	1107	1010	1009	997	899	834
ENSG00000047346	FAM214A	1313	1078	842	1493	1608	943
ENSG00000047365	ARAP2	583	378	262	452	512	342
ENSG00000047410	TPR	1816	1435	1254	1948	1725	1326
ENSG00000047457	CP	14	23	12	35	37	36
ENSG00000047578	KIAA0556	365	174	156	238	295	185
ENSG00000047579	DTNBP1	341	222	482	165	191	195
ENSG00000047597	XK	10	2	1	11	7	2
ENSG00000047617	ANO2	0	0	0	0	0	0
ENSG00000047621	C12orf4	258	205	236	294	257	209
ENSG00000047634	SCML1	115	149	140	87	92	88
ENSG00000047644	WWC3	259	245	256	254	205	209
ENSG00000047648	ARHGAP6	0	0	0	0	2	0
ENSG00000047662	FAM184B	9	6	10	8	11	7
ENSG00000047849	MAP4	727	435	425	518	602	423
ENSG00000047932	GOPC	503	515	605	460	414	370
ENSG00000048028	USP28	167	124	129	124	133	93
ENSG00000048140	TSPAN17	96	67	166	53	50	61
ENSG00000048162	NOP16	2027	1947	3331	988	1009	1472
ENSG00000048342	CC2D2A	113	109	89	107	151	76
ENSG00000048392	RRM2B	556	492	451	1640	1995	1181
ENSG00000048405	ZNF800	1453	1534	1254	1315	1161	972
ENSG00000048462	TNFRSF17	0	0	0	4	0	1
ENSG00000048471	SNX29	269	222	213	205	216	211
ENSG00000048540	LMO3	17	25	20	19	16	24
ENSG00000048544	MRPS10	1574	1497	1650	1351	1275	1451
ENSG00000048649	RSF1	1710	2102	1996	1659	1592	1556
ENSG00000048707	VPS13D	386	243	165	283	426	277
ENSG00000048740	CELF2	0	0	0	0	0	0
ENSG00000048828	FAM120A	785	859	760	766	732	705
ENSG00000048991	R3HDM1	627	512	358	450	408	406
ENSG00000049089	COL9A2	30	15	34	13	15	14
ENSG00000049130	KITLG	557	499	291	1412	1560	695
ENSG00000049167	ERCC8	142	144	124	165	181	90
ENSG00000049192	ADAMTS6	0	2	1	1	3	5
ENSG00000049239	H6PD	67	34	48	45	39	62
ENSG00000049245	VAMP3	488	455	367	324	320	358
ENSG00000049246	PER3	362	303	222	190	259	161
ENSG00000049247	UTS2	0	0	0	0	2	0
ENSG00000049249	TNFRSF9	0	0	0	0	0	1
ENSG00000049283	EPN3	451	273	544	255	252	292
ENSG00000049323	LTBP1	132	86	126	102	92	99
ENSG00000049449	RCN1	200	169	220	130	110	133
ENSG00000049541	RFC2	1288	1069	1815	775	716	928
ENSG00000049618	ARID1B	537	446	492	495	560	424
ENSG00000049656	CLPTM1L	577	358	649	326	307	404
ENSG00000049759	NEDD4L	396	309	309	302	337	221
ENSG00000049768	FOXP3	5	0	1	2	1	1
ENSG00000049769	PPP1R3F	23	5	18	19	28	11
ENSG00000049860	HEXB	808	570	1033	507	456	526
ENSG00000049883	PTCD2	317	384	389	285	260	233
ENSG00000050030	KIAA2022	2	0	0	6	0	2
ENSG00000050130	JKAMP	1123	1463	1442	868	916	1038
ENSG00000050165	DKK3	0	0	0	0	1	0
ENSG00000050327	ARHGEF5	104	71	92	99	95	83
ENSG00000050344	NFE2L3	291	250	252	349	399	211
ENSG00000050393	MCUR1	539	476	502	393	382	355
ENSG00000050405	LIMA1	877	639	685	760	766	575
ENSG00000050426	LETMD1	449	365	415	426	451	346
ENSG00000050438	SLC4A8	10	18	6	4	6	12
ENSG00000050555	LAMC3	0	3	0	3	1	0
ENSG00000050628	PTGER3	1	7	0	1	7	0
ENSG00000050748	MAPK9	707	536	627	585	565	438
ENSG00000050767	COL23A1	1	0	1	0	1	0
ENSG00000050820	BCAR1	375	296	807	200	188	231
ENSG00000051009	FAM160A2	193	180	172	151	176	154
ENSG00000051108	HERPUD1	1138	949	1814	930	812	868
ENSG00000051128	HOMER3	20	9	74	14	13	12
ENSG00000051180	RAD51	679	711	833	403	370	484
ENSG00000051341	POLQ	525	374	319	498	542	275
ENSG00000051382	PIK3CB	703	671	688	866	825	523
ENSG00000051523	CYBA	692	508	993	332	406	600
ENSG00000051596	THOC3	460	274	641	209	237	299
ENSG00000051620	HEBP2	913	675	1134	450	566	649
ENSG00000051825	MPHOSPH9	549	503	338	503	554	390
ENSG00000052126	PLEKHA5	661	582	621	595	516	379
ENSG00000052344	PRSS8	152	91	188	66	62	104
ENSG00000052723	SIKE1	2579	2381	2045	2688	2707	2023
ENSG00000052749	RRP12	251	189	345	148	150	127
ENSG00000052795	FNIP2	441	447	438	330	324	269
ENSG00000052802	MSMO1	2049	2142	1977	1738	1774	1525
ENSG00000052841	TTC17	443	306	367	336	455	264
ENSG00000052850	ALX4	0	0	0	1	3	1
ENSG00000053108	FSTL4	54	49	49	45	39	40
ENSG00000053254	FOXN3	147	145	141	115	114	113
ENSG00000053328	METTL24	0	0	1	0	0	0
ENSG00000053371	AKR7A2	306	223	421	187	186	276
ENSG00000053372	MRTO4	1004	949	1279	648	522	725
ENSG00000053438	NNAT	14	5	12	12	7	5
ENSG00000053501	USE1	81	72	107	40	63	87
ENSG00000053524	MCF2L2	9	16	4	13	21	9
ENSG00000053702	NRIP2	32	22	17	34	20	17
ENSG00000053747	LAMA3	12	17	20	62	97	75
ENSG00000053770	AP5M1	657	487	635	704	760	496
ENSG00000053900	ANAPC4	287	249	257	250	291	191
ENSG00000053918	KCNQ1	0	2	1	0	1	1
ENSG00000054116	TRAPPC3	549	524	1170	355	356	469
ENSG00000054118	THRAP3	2285	1601	1950	1647	1498	1508
ENSG00000054148	PHPT1	369	323	600	292	283	427
ENSG00000054179	ENTPD2	28	19	22	21	25	8
ENSG00000054267	ARID4B	1936	2263	1718	1747	1570	1412
ENSG00000054277	OPN3	136	153	183	105	101	112
ENSG00000054282	SDCCAG8	106	71	97	109	112	111
ENSG00000054356	PTPRN	3	0	0	0	0	0
ENSG00000054392	HHAT	9	8	1	24	29	26
ENSG00000054523	KIF1B	659	497	447	550	548	346
ENSG00000054598	FOXC1	185	219	226	127	113	124
ENSG00000054611	TBC1D22A	138	80	103	66	80	74
ENSG00000054654	SYNE2	1244	687	553	1275	1377	650
ENSG00000054690	PLEKHH1	98	69	38	78	115	86
ENSG00000054793	ATP9A	846	504	578	728	694	487
ENSG00000054796	SPO11	3	0	0	0	2	0
ENSG00000054938	CHRDL2	0	0	0	0	0	0
ENSG00000054965	FAM168A	101	132	98	122	163	103
ENSG00000054967	RELT	67	35	49	36	46	26
ENSG00000054983	GALC	48	35	52	38	55	43
ENSG00000055044	NOP58	3000	3205	3269	1922	1880	2159
ENSG00000055070	SZRD1	194	186	356	197	225	171
ENSG00000055118	KCNH2	4	3	12	3	1	4
ENSG00000055130	CUL1	828	656	844	701	777	470
ENSG00000055147	FAM114A2	151	131	195	175	144	120
ENSG00000055163	CYFIP2	112	77	131	445	468	386
ENSG00000055208	TAB2	1195	1235	1020	1452	1441	1157
ENSG00000055211	GINM1	935	1051	922	630	698	685
ENSG00000055332	EIF2AK2	997	866	660	980	871	659
ENSG00000055483	USP36	667	656	1011	565	507	526
ENSG00000055609	KMT2C	1483	1302	1102	1595	1582	1035
ENSG00000055732	MCOLN3	62	34	34	31	67	44
ENSG00000055813	CCDC85A	46	46	36	37	50	41
ENSG00000055917	PUM2	1417	1613	1074	1487	1495	1013
ENSG00000055950	MRPL43	398	387	469	245	244	287
ENSG00000055955	ITIH4	0	0	0	0	0	0
ENSG00000056050	HPF1	263	342	366	212	176	247
ENSG00000056097	ZFR	1609	1421	972	1341	1280	1042
ENSG00000056277	ZNF280C	250	218	155	290	271	144
ENSG00000056487	PHF21B	2	5	2	1	2	3
ENSG00000056558	TRAF1	4	2	5	1	9	0
ENSG00000056586	RC3H2	1610	1828	1302	1582	1344	1401
ENSG00000056736	IL17RB	59	42	55	38	49	34
ENSG00000056972	TRAF3IP2	358	281	443	305	334	319
ENSG00000056998	GYG2	15	6	43	14	8	7
ENSG00000057019	DCBLD2	494	454	398	491	516	383
ENSG00000057252	SOAT1	556	539	545	372	341	386
ENSG00000057294	PKP2	463	353	340	360	326	275
ENSG00000057468	MSH4	1	0	0	0	0	5
ENSG00000057593	F7	4	8	7	2	2	5
ENSG00000057608	GDI2	3051	3367	3167	1900	1887	2672
ENSG00000057657	PRDM1	22	28	13	46	47	58
ENSG00000057663	ATG5	950	915	1118	814	738	693
ENSG00000057704	TMCC3	16	26	20	14	11	30
ENSG00000057757	PITHD1	357	410	559	237	218	268
ENSG00000057935	MTA3	726	584	739	476	581	467
ENSG00000058056	USP13	669	613	538	473	444	450
ENSG00000058063	ATP11B	332	192	128	283	271	182
ENSG00000058085	LAMC2	100	87	98	105	127	59
ENSG00000058091	CDK14	167	108	73	154	177	123
ENSG00000058262	SEC61A1	865	696	1024	997	945	917
ENSG00000058272	PPP1R12A	3021	2929	3638	2497	2266	2414
ENSG00000058335	RASGRF1	0	3	0	3	4	2
ENSG00000058404	CAMK2B	12	7	24	5	7	20
ENSG00000058453	CROCC	17	9	29	12	16	12
ENSG00000058600	POLR3E	493	522	632	360	428	413
ENSG00000058668	ATP2B4	28	28	43	53	30	21
ENSG00000058673	ZC3H11A	2148	2016	1341	2070	2041	1494
ENSG00000058729	RIOK2	1202	1315	1459	813	830	973
ENSG00000058799	YIPF1	214	220	290	179	181	227
ENSG00000058804	NDC1	843	684	784	572	580	542
ENSG00000058866	DGKG	1	1	10	5	5	4
ENSG00000059122	FLYWCH1	131	63	132	68	83	102
ENSG00000059145	UNKL	209	195	407	223	204	180
ENSG00000059377	TBXAS1	9	5	2	3	5	3
ENSG00000059378	PARP12	18	12	12	16	10	13
ENSG00000059573	ALDH18A1	632	444	615	390	414	315
ENSG00000059588	TARBP1	276	163	192	192	227	178
ENSG00000059691	GATB	136	57	119	85	77	94
ENSG00000059728	MXD1	877	980	747	938	1014	912
ENSG00000059758	CDK17	739	554	450	624	764	395
ENSG00000059769	DNAJC25	416	439	503	303	254	329
ENSG00000059915	PSD	20	4	12	14	16	10
ENSG00000060069	CTDP1	93	53	104	54	54	44
ENSG00000060138	YBX3	1231	968	1509	993	1016	1041
ENSG00000060140	STYK1	41	32	53	47	38	42
ENSG00000060237	WNK1	968	820	586	1003	948	620
ENSG00000060339	CCAR1	1399	1051	1247	929	967	934
ENSG00000060491	OGFR	196	144	329	111	105	135
ENSG00000060558	GNA15	0	0	0	0	0	0
ENSG00000060642	PIGV	87	90	107	93	95	61
ENSG00000060656	PTPRU	62	56	65	68	64	63
ENSG00000060688	SNRNP40	909	888	1047	654	721	780
ENSG00000060718	COL11A1	0	0	0	0	0	0
ENSG00000060749	QSER1	728	752	536	812	848	554
ENSG00000060762	MPC1	185	174	198	129	133	163
ENSG00000060971	ACAA1	154	80	263	79	84	98
ENSG00000060982	BCAT1	0	0	0	0	0	0
ENSG00000061273	HDAC7	167	112	247	100	104	89
ENSG00000061455	PRDM6	102	136	122	113	93	100
ENSG00000061656	SPAG4	59	25	45	30	25	41
ENSG00000061676	NCKAP1	623	597	599	602	553	450
ENSG00000061794	MRPS35	1334	1482	1421	1036	1024	1148
ENSG00000061936	SFSWAP	552	466	555	508	654	435
ENSG00000061938	TNK2	102	71	104	61	63	55
ENSG00000061987	MON2	657	461	330	798	1030	539
ENSG00000062038	CDH3	231	181	330	144	180	212
ENSG00000062194	GPBP1	1496	1262	1153	1235	1202	980
ENSG00000062282	DGAT2	25	20	20	12	10	21
ENSG00000062370	ZNF112	1	3	0	0	6	0
ENSG00000062485	CS	1373	1120	1523	963	1001	1132
ENSG00000062524	LTK	0	0	0	0	0	0
ENSG00000062582	MRPS24	14	31	20	19	22	10
ENSG00000062598	ELMO2	182	157	181	160	175	99
ENSG00000062650	WAPL	1432	1178	1226	1376	1279	976
ENSG00000062716	VMP1	28854	29691	22032	42146	51447	35472
ENSG00000062725	APPBP2	4376	4693	4574	4985	4604	3745
ENSG00000062822	POLD1	113	78	103	66	75	79
ENSG00000063015	SEZ6	10	5	18	6	5	8
ENSG00000063046	EIF4B	2899	2488	2731	2318	2632	2065
ENSG00000063127	SLC6A16	9	9	9	4	13	6
ENSG00000063169	GLTSCR1	43	28	32	27	32	22
ENSG00000063176	SPHK2	39	35	40	34	30	39
ENSG00000063177	RPL18	1770	1351	2524	971	1033	1445
ENSG00000063180	CA11	1	0	1	0	0	0
ENSG00000063241	ISOC2	244	292	509	193	147	269
ENSG00000063244	U2AF2	165	170	175	176	151	127
ENSG00000063245	EPN1	173	124	134	124	137	122
ENSG00000063322	MED29	230	196	310	175	222	191
ENSG00000063438	AHRR	31	35	44	40	38	30
ENSG00000063515	GSC2	0	0	0	0	0	0
ENSG00000063587	ZNF275	199	281	395	301	269	254
ENSG00000063601	MTMR1	254	152	144	265	265	140
ENSG00000063660	GPC1	80	68	75	60	45	59
ENSG00000063761	ADCK1	77	71	125	70	63	65
ENSG00000063854	HAGH	264	171	374	130	145	205
ENSG00000063978	RNF4	1009	992	1205	903	833	769
ENSG00000064012	CASP8	217	180	168	265	265	227
ENSG00000064042	LIMCH1	416	390	440	311	314	314
ENSG00000064102	ASUN	537	513	522	406	425	307
ENSG00000064115	TM7SF3	463	304	628	535	488	450
ENSG00000064195	DLX3	116	125	167	93	81	89
ENSG00000064199	SPA17	76	87	47	36	54	52
ENSG00000064201	TSPAN32	3	0	0	0	0	0
ENSG00000064205	WISP2	0	0	1	3	0	0
ENSG00000064225	ST3GAL6	18	29	22	24	19	24
ENSG00000064270	ATP2C2	209	157	196	130	141	119
ENSG00000064300	NGFR	5	1	12	3	4	3
ENSG00000064309	CDON	55	53	55	30	38	12
ENSG00000064313	TAF2	715	567	624	585	622	541
ENSG00000064393	HIPK2	227	268	272	246	249	178
ENSG00000064419	TNPO3	869	795	970	659	674	665
ENSG00000064489	BORCS8-MEF2B	0	0	0	0	0	0
ENSG00000064490	RFXANK	75	85	121	51	62	66
ENSG00000064545	TMEM161A	33	19	72	16	20	11
ENSG00000064547	LPAR2	204	127	289	111	128	109
ENSG00000064601	CTSA	589	392	722	330	363	519
ENSG00000064607	SUGP2	212	177	208	163	191	159
ENSG00000064651	SLC12A2	1676	1459	1027	1295	1362	1021
ENSG00000064652	SNX24	179	174	227	113	102	132
ENSG00000064655	EYA2	24	11	16	12	25	7
ENSG00000064666	CNN2	314	236	321	196	256	201
ENSG00000064687	ABCA7	17	16	21	9	11	13
ENSG00000064692	SNCAIP	12	12	8	14	10	15
ENSG00000064703	DDX20	1359	1273	1415	1009	1053	800
ENSG00000064726	BTBD1	1264	1018	1032	786	854	797
ENSG00000064763	FAR2	358	223	181	232	230	155
ENSG00000064787	BCAS1	741	523	523	552	599	560
ENSG00000064835	POU1F1	3	0	0	1	7	0
ENSG00000064886	CHI3L2	4	0	0	3	5	0
ENSG00000064932	SBNO2	108	81	98	84	89	79
ENSG00000064933	PMS1	315	237	286	240	239	201
ENSG00000064961	HMG20B	529	393	802	247	243	387
ENSG00000064995	TAF11	291	290	378	240	205	295
ENSG00000064999	ANKS1A	212	160	187	214	185	158
ENSG00000065000	AP3D1	413	282	622	214	242	305
ENSG00000065029	ZNF76	130	53	211	81	92	103
ENSG00000065054	SLC9A3R2	209	162	475	138	151	172
ENSG00000065057	NTHL1	154	94	192	55	71	81
ENSG00000065060	UHRF1BP1	587	507	355	497	673	458
ENSG00000065135	GNAI3	1544	1435	1751	1314	1344	1162
ENSG00000065150	IPO5	495	390	449	343	398	376
ENSG00000065154	OAT	898	952	1008	715	640	801
ENSG00000065183	WDR3	1139	792	707	736	730	552
ENSG00000065243	PKN2	314	195	181	269	296	201
ENSG00000065268	WDR18	68	55	126	23	61	64
ENSG00000065308	TRAM2	159	118	196	115	130	105
ENSG00000065320	NTN1	75	28	36	66	72	58
ENSG00000065325	GLP2R	0	0	0	0	1	0
ENSG00000065328	MCM10	867	897	1157	800	708	630
ENSG00000065357	DGKA	32	15	47	39	40	48
ENSG00000065361	ERBB3	1133	1158	1266	841	907	807
ENSG00000065413	ANKRD44	43	21	37	40	50	15
ENSG00000065427	KARS	2436	2148	2509	1673	1547	1879
ENSG00000065457	ADAT1	969	871	885	819	724	686
ENSG00000065485	PDIA5	230	207	424	174	189	184
ENSG00000065491	TBC1D22B	49	62	72	89	78	67
ENSG00000065518	NDUFB4	1400	1590	1875	1105	1082	1380
ENSG00000065526	SPEN	1339	816	645	987	990	736
ENSG00000065534	MYLK	123	108	108	119	169	93
ENSG00000065548	ZC3H15	1535	2153	2077	1106	1077	1330
ENSG00000065559	MAP2K4	852	790	715	874	878	645
ENSG00000065600	TMEM206	132	91	148	95	87	93
ENSG00000065609	SNAP91	0	0	0	0	0	0
ENSG00000065613	SLK	606	505	374	700	700	362
ENSG00000065615	CYB5R4	177	178	219	178	201	167
ENSG00000065618	COL17A1	3	1	0	3	6	3
ENSG00000065621	GSTO2	489	481	422	353	342	431
ENSG00000065665	SEC61A2	103	49	80	60	70	74
ENSG00000065675	PRKCQ	0	0	0	0	0	0
ENSG00000065717	TLE2	14	27	26	9	10	22
ENSG00000065802	ASB1	292	198	366	248	295	272
ENSG00000065809	FAM107B	503	470	459	446	439	530
ENSG00000065833	ME1	788	808	698	766	762	589
ENSG00000065882	TBC1D1	138	104	150	95	158	112
ENSG00000065883	CDK13	728	737	616	681	750	529
ENSG00000065911	MTHFD2	1855	1835	1422	1534	1406	1455
ENSG00000065923	SLC9A7	540	394	279	373	437	315
ENSG00000065970	FOXJ2	205	233	145	176	200	174
ENSG00000065978	YBX1	1795	1993	2489	1218	1260	1576
ENSG00000065989	PDE4A	27	42	68	66	52	92
ENSG00000066027	PPP2R5A	439	357	430	317	338	253
ENSG00000066032	CTNNA2	0	1	0	0	0	0
ENSG00000066044	ELAVL1	618	552	886	412	389	500
ENSG00000066056	TIE1	0	0	0	0	0	0
ENSG00000066084	DIP2B	1091	740	585	993	980	635
ENSG00000066117	SMARCD1	287	331	318	322	303	247
ENSG00000066135	KDM4A	236	188	166	295	323	176
ENSG00000066136	NFYC	393	379	475	291	314	316
ENSG00000066185	ZMYND12	4	1	14	3	3	1
ENSG00000066230	SLC9A3	1	0	0	0	0	1
ENSG00000066248	NGEF	7	2	13	1	7	12
ENSG00000066279	ASPM	1268	1014	656	1007	969	540
ENSG00000066322	ELOVL1	621	434	1280	318	329	431
ENSG00000066336	SPI1	3	0	2	0	0	0
ENSG00000066379	ZNRD1	177	226	229	157	198	205
ENSG00000066382	MPPED2	233	154	124	182	152	113
ENSG00000066422	ZBTB11	678	502	429	736	759	468
ENSG00000066427	ATXN3	454	413	398	442	519	451
ENSG00000066455	GOLGA5	1290	983	1160	1148	1124	983
ENSG00000066468	FGFR2	48	43	43	30	38	26
ENSG00000066557	LRRC40	170	101	110	178	177	133
ENSG00000066583	ISOC1	969	681	1523	614	575	605
ENSG00000066629	EML1	193	145	130	130	158	116
ENSG00000066651	TRMT11	354	299	227	439	368	244
ENSG00000066654	THUMPD1	2392	2732	2278	2001	1941	2048
ENSG00000066697	MSANTD3	306	333	381	283	312	366
ENSG00000066735	KIF26A	31	18	13	12	9	17
ENSG00000066739	ATG2B	245	178	132	254	343	172
ENSG00000066777	ARFGEF1	384	283	165	405	453	253
ENSG00000066827	ZFAT	46	42	39	44	60	22
ENSG00000066855	MTFR1	560	572	466	457	517	480
ENSG00000066923	STAG3	57	31	16	67	127	31
ENSG00000066926	FECH	379	188	314	251	262	211
ENSG00000066933	MYO9A	786	756	737	800	783	581
ENSG00000067057	PFKP	552	380	739	319	355	311
ENSG00000067064	IDI1	5489	7117	7211	4730	4319	4541
ENSG00000067066	SP100	90	63	93	72	85	102
ENSG00000067082	KLF6	5341	5754	7373	3706	3733	4619
ENSG00000067113	PLPP1	173	199	319	104	153	176
ENSG00000067141	NEO1	281	210	178	271	306	236
ENSG00000067167	TRAM1	913	783	780	702	645	646
ENSG00000067177	PHKA1	234	146	104	229	219	110
ENSG00000067182	TNFRSF1A	883	866	1064	769	790	749
ENSG00000067191	CACNB1	12	8	28	4	2	11
ENSG00000067208	EVI5	332	344	217	290	271	245
ENSG00000067221	STOML1	50	30	60	35	33	37
ENSG00000067225	PKM	5768	3818	8056	3012	3208	3845
ENSG00000067248	DHX29	584	606	809	430	419	396
ENSG00000067334	DNTTIP2	2596	3056	3379	2004	1866	2351
ENSG00000067365	METTL22	262	209	243	236	237	221
ENSG00000067369	TP53BP1	304	155	112	291	256	148
ENSG00000067445	TRO	0	1	0	1	0	0
ENSG00000067533	RRP15	1228	1366	1428	908	829	1079
ENSG00000067560	RHOA	1533	1589	1615	1118	1210	1403
ENSG00000067596	DHX8	471	358	368	466	426	368
ENSG00000067601	PMS2P4	68	65	66	73	109	57
ENSG00000067606	PRKCZ	53	24	63	28	32	22
ENSG00000067704	IARS2	551	380	559	427	418	348
ENSG00000067715	SYT1	284	314	313	411	376	267
ENSG00000067798	NAV3	0	0	0	0	0	1
ENSG00000067829	IDH3G	438	287	522	191	193	269
ENSG00000067836	ROGDI	74	43	142	31	33	48
ENSG00000067840	PDZD4	9	1	6	2	7	1
ENSG00000067900	ROCK1	1311	1222	1036	1137	1093	858
ENSG00000067955	CBFB	1117	1009	960	671	677	741
ENSG00000067992	PDK3	258	245	226	190	191	199
ENSG00000068001	HYAL2	205	228	397	126	127	159
ENSG00000068024	HDAC4	95	77	110	107	89	81
ENSG00000068028	RASSF1	469	519	808	292	297	408
ENSG00000068078	FGFR3	87	63	67	49	48	43
ENSG00000068079	IFI35	12	6	7	6	7	10
ENSG00000068097	HEATR6	3744	3051	3031	3566	3233	2501
ENSG00000068120	COASY	180	108	293	101	110	86
ENSG00000068137	PLEKHH3	179	177	286	105	121	118
ENSG00000068305	MEF2A	765	644	507	771	760	533
ENSG00000068308	OTUD5	105	59	139	94	87	76
ENSG00000068323	TFE3	106	104	163	85	136	131
ENSG00000068354	TBC1D25	106	103	129	53	55	67
ENSG00000068366	ACSL4	10	1	4	4	4	2
ENSG00000068383	INPP5A	92	112	76	92	59	89
ENSG00000068394	GPKOW	198	121	358	117	121	132
ENSG00000068400	GRIPAP1	201	96	217	137	110	110
ENSG00000068438	FTSJ1	208	200	263	125	143	141
ENSG00000068489	PRR11	1443	1568	1315	1039	1033	714
ENSG00000068615	REEP1	47	37	28	35	35	42
ENSG00000068650	ATP11A	133	85	74	156	111	127
ENSG00000068654	POLR1A	277	261	266	328	326	239
ENSG00000068697	LAPTM4A	2373	2620	3434	1649	1566	1880
ENSG00000068724	TTC7A	99	80	124	84	107	82
ENSG00000068745	IP6K2	822	694	1145	608	673	815
ENSG00000068781	STON1-GTF2A1L	1	0	0	0	0	0
ENSG00000068784	SRBD1	779	701	385	719	798	663
ENSG00000068796	KIF2A	891	1138	871	781	784	807
ENSG00000068831	RASGRP2	0	0	2	0	0	0
ENSG00000068878	PSME4	362	367	276	568	731	412
ENSG00000068885	IFT80	100	86	61	78	73	53
ENSG00000068903	SIRT2	29	20	74	24	19	31
ENSG00000068912	ERLEC1	284	404	544	305	273	310
ENSG00000068971	PPP2R5B	10	5	21	3	5	8
ENSG00000068976	PYGM	5	1	5	1	5	1
ENSG00000069011	PITX1	245	231	282	114	132	192
ENSG00000069018	TRPC7	0	0	0	0	0	2
ENSG00000069020	MAST4	742	836	696	796	766	630
ENSG00000069122	ADGRF5	5	2	4	2	2	1
ENSG00000069188	SDK2	0	1	1	0	0	2
ENSG00000069248	NUP133	415	310	247	455	452	259
ENSG00000069275	NUCKS1	2113	3118	2793	2627	2285	2118
ENSG00000069329	VPS35	1104	1103	914	926	856	933
ENSG00000069345	DNAJA2	936	986	1175	701	719	748
ENSG00000069399	BCL3	303	202	650	283	277	307
ENSG00000069424	KCNAB2	35	14	36	20	25	26
ENSG00000069431	ABCC9	297	356	334	268	259	286
ENSG00000069482	GAL	164	141	269	99	88	165
ENSG00000069493	CLEC2D	81	71	61	85	85	56
ENSG00000069509	FUNDC1	585	619	809	394	357	511
ENSG00000069535	MAOB	3	0	0	0	0	0
ENSG00000069667	RORA	60	70	20	87	114	54
ENSG00000069696	DRD4	3	0	1	3	1	5
ENSG00000069702	TGFBR3	59	40	45	43	43	67
ENSG00000069764	PLA2G10	49	64	73	39	43	67
ENSG00000069812	HES2	4	3	9	20	32	27
ENSG00000069849	ATP1B3	884	896	899	527	549	690
ENSG00000069869	NEDD4	1105	1081	753	1236	1414	870
ENSG00000069943	PIGB	134	112	80	104	137	102
ENSG00000069956	MAPK6	3404	3016	2236	3302	3309	2587
ENSG00000069966	GNB5	342	237	336	198	216	216
ENSG00000069974	RAB27A	168	162	196	177	129	164
ENSG00000069998	CECR5	276	240	602	176	170	192
ENSG00000070010	UFD1L	827	631	792	614	643	646
ENSG00000070018	LRP6	743	679	611	571	523	508
ENSG00000070019	GUCY2C	16	7	10	12	20	5
ENSG00000070047	PHRF1	246	141	166	114	109	113
ENSG00000070061	IKBKAP	235	179	163	191	255	118
ENSG00000070081	NUCB2	1050	1019	1452	616	573	723
