id	sym	MCF7_ctl_1	MCF7_ctl_2	MCF7_ctl_3	MCF7_WNT5A_1	MCF7_WNT5A_2	MCF7_WNT5A_3
ENSG00000029993	HMGB3	11621	14215	12629	8020	14538	13535
ENSG00000030066	NUP160	9553	10204	8666	6904	10894	9332
ENSG00000030110	BAK1	1655	1673	1728	1203	1944	1758
ENSG00000030419	IKZF2	1671	2064	1804	1230	2061	1977
ENSG00000030582	GRN	6524	8140	5582	4029	6824	6398
ENSG00000031003	FAM13B	2013	2682	2251	1394	2534	2138
ENSG00000031081	ARHGAP31	50	44	62	39	45	60
ENSG00000031691	CENPQ	1002	1086	885	635	1094	1085
ENSG00000031698	SARS	11616	9869	10357	7979	10820	10590
ENSG00000031823	RANBP3	1602	1623	1500	1149	1700	1600
ENSG00000032219	ARID4A	3191	3316	2825	2315	3067	3273
ENSG00000032389	TSSC1	1917	1811	1666	1335	2097	1905
ENSG00000032444	PNPLA6	923	854	677	654	789	775
ENSG00000032742	IFT88	1008	1230	1034	807	1262	1032
ENSG00000033011	ALG1	943	848	767	662	896	854
ENSG00000033030	ZCCHC8	1891	2232	1907	1460	2278	2043
ENSG00000033050	ABCF2	4171	3627	4075	3090	4200	3857
ENSG00000033100	CHPF2	2252	2441	1818	1636	2392	1920
ENSG00000033122	LRRC7	12	8	15	12	19	11
ENSG00000033170	FUT8	7076	7411	6198	5579	8131	6160
ENSG00000033178	UBA6	3682	4048	3641	2944	4015	3837
ENSG00000033327	GAB2	1964	1429	1706	1254	1360	1875
ENSG00000033627	ATP6V0A1	2037	2203	1813	1406	2031	1820
ENSG00000033800	PIAS1	2649	2969	2601	1886	2849	2758
ENSG00000033867	SLC4A7	3629	3487	2711	3128	3803	2977
ENSG00000034053	APBA2	148	96	135	102	106	122
ENSG00000034152	MAP2K3	1377	1450	1381	957	1472	1369
ENSG00000034510	TMSB10	10590	12605	8608	6346	13341	8860
ENSG00000034533	ASTE1	622	627	596	423	658	566
ENSG00000034677	RNF19A	3574	3805	3299	2777	4242	3421
ENSG00000034693	PEX3	849	875	941	634	979	916
ENSG00000034713	GABARAPL2	4508	4515	4173	3218	4569	4467
ENSG00000034971	MYOC	0	0	0	0	0	1
ENSG00000035115	SH3YL1	2391	2297	2050	1743	2192	2197
ENSG00000035141	FAM136A	5009	4915	5088	3714	5346	5142
ENSG00000035403	VCL	2899	2722	3087	2272	2999	2736
ENSG00000035499	DEPDC1B	1776	2890	2611	1160	2917	2777
ENSG00000035664	DAPK2	324	238	273	277	273	280
ENSG00000035681	NSMAF	2778	2855	2487	2058	2863	2760
ENSG00000035687	ADSS	2687	2447	2508	2126	2840	2625
ENSG00000035720	STAP1	0	2	0	0	0	0
ENSG00000035862	TIMP2	2035	1512	1559	1505	1710	1630
ENSG00000035928	RFC1	4445	4326	4035	3147	4714	4321
ENSG00000036054	TBC1D23	2278	2696	2247	1687	2627	2492
ENSG00000036257	CUL3	4807	5360	4934	3584	5450	5109
ENSG00000036448	MYOM2	2	1	1	0	0	2
ENSG00000036530	CYP46A1	191	218	228	133	225	230
ENSG00000036549	ZZZ3	2886	3047	2682	2160	3139	2812
ENSG00000036565	SLC18A1	3	4	1	1	0	1
ENSG00000036672	USP2	102	60	95	78	74	91
ENSG00000037042	TUBG2	533	636	513	405	655	611
ENSG00000037241	RPL26L1	1391	1377	1516	1029	1574	1430
ENSG00000037280	FLT4	117	61	81	73	73	98
ENSG00000037474	NSUN2	6758	6317	6348	5071	7107	6671
ENSG00000037637	FBXO42	1526	1534	1472	1031	1536	1509
ENSG00000037749	MFAP3	1400	1635	1387	1170	1658	1380
ENSG00000037757	MRI1	1025	939	907	745	920	953
ENSG00000037897	METTL1	1003	860	1006	767	970	966
ENSG00000037965	HOXC8	31	20	39	17	24	32
ENSG00000038002	AGA	551	778	678	363	761	625
ENSG00000038210	PI4K2B	1362	1465	1474	1114	1552	1618
ENSG00000038219	BOD1L1	4031	3962	3673	2822	4251	3902
ENSG00000038274	MAT2B	2736	2800	2554	1867	2823	2741
ENSG00000038295	TLL1	0	0	1	0	0	0
ENSG00000038358	EDC4	3590	4000	3670	2582	3892	3923
ENSG00000038382	TRIO	5773	6124	5590	4189	5771	5407
ENSG00000038427	VCAN	0	2	0	0	0	0
ENSG00000038532	CLEC16A	2278	2749	2158	1628	2817	2311
ENSG00000038945	MSR1	10	19	10	8	11	7
ENSG00000039068	CDH1	41839	44820	37111	27847	42528	38785
ENSG00000039123	SKIV2L2	5541	5770	5226	4218	6245	5443
ENSG00000039139	DNAH5	126	89	112	99	99	128
ENSG00000039319	ZFYVE16	4027	4641	4356	2894	4716	4497
ENSG00000039523	FAM65A	1870	2032	1824	1310	1842	2023
ENSG00000039537	C6	1	0	0	1	1	0
ENSG00000039560	RAI14	139	48	161	103	69	122
ENSG00000039600	SOX30	4	10	2	1	2	6
ENSG00000039650	PNKP	2302	2677	1925	1534	2125	2480
ENSG00000039987	BEST2	3	4	7	1	7	4
ENSG00000040199	PHLPP2	2892	2714	2657	2129	2720	2565
ENSG00000040275	SPDL1	2448	3427	3069	1896	3743	3321
ENSG00000040341	STAU2	2289	2619	2283	1656	2617	2499
ENSG00000040487	PQLC2	463	466	465	348	434	468
ENSG00000040531	CTNS	536	598	584	371	509	564
ENSG00000040608	RTN4R	172	153	199	135	155	181
ENSG00000040633	PHF23	2199	2182	2142	1609	2308	2417
ENSG00000040731	CDH10	4	4	5	3	0	4
ENSG00000040933	INPP4A	1762	1933	1707	1372	1857	1584
ENSG00000041353	RAB27B	3179	2949	2356	2839	3439	2539
ENSG00000041357	PSMA4	16609	19063	17714	12699	21358	18625
ENSG00000041515	MYO16	248	194	156	171	204	199
ENSG00000041802	LSG1	4520	4958	5024	3445	5690	4884
ENSG00000041880	PARP3	117	130	125	96	96	141
ENSG00000041982	TNC	3	3	1	1	2	0
ENSG00000041988	THAP3	377	434	451	254	439	403
ENSG00000042062	FAM65C	161	127	85	137	107	104
ENSG00000042088	TDP1	2043	2361	2091	1301	2375	2170
ENSG00000042286	AIFM2	1241	1276	1192	888	1455	1212
ENSG00000042304	C2orf83	15	16	10	4	14	7
ENSG00000042317	SPATA7	231	282	193	180	250	225
ENSG00000042429	MED17	1150	1248	1135	846	1289	1213
ENSG00000042445	RETSAT	1646	1648	1469	1094	1489	1465
ENSG00000042493	CAPG	683	966	507	395	861	649
ENSG00000042753	AP2S1	4832	4830	4531	3039	5458	5011
ENSG00000042781	USH2A	7	8	8	4	6	4
ENSG00000042813	ZPBP	0	0	0	0	0	1
ENSG00000042832	TG	4	2	6	2	2	1
ENSG00000042980	ADAM28	4	4	0	1	3	1
ENSG00000043039	BARX2	375	506	376	256	460	429
ENSG00000043093	DCUN1D1	3840	3718	3735	3011	4002	3854
ENSG00000043143	JADE2	4332	5224	3897	2848	4839	4337
ENSG00000043355	ZIC2	443	493	371	362	475	385
ENSG00000043462	LCP2	0	1	0	0	0	0
ENSG00000043514	TRIT1	866	895	934	633	887	897
ENSG00000043591	ADRB1	12	18	24	18	20	15
ENSG00000044012	GUCA2B	0	0	0	0	1	0
ENSG00000044090	CUL7	3574	4201	3128	2338	3978	3459
ENSG00000044115	CTNNA1	24449	25708	22630	16570	26515	22716
ENSG00000044446	PHKA2	1843	1916	1602	1215	1668	1834
ENSG00000044459	CNTLN	47	47	29	28	50	40
ENSG00000044524	EPHA3	426	529	406	284	553	451
ENSG00000044574	HSPA5	30006	28305	28191	23053	30966	28136
ENSG00000046604	DSG2	3255	3526	2762	2200	3582	3033
ENSG00000046647	GEMIN8	630	620	539	411	579	567
ENSG00000046651	OFD1	2495	3153	2354	1892	2903	2675
ENSG00000046653	GPM6B	168	159	155	143	176	162
ENSG00000046774	MAGEC2	1	1	1	0	3	3
ENSG00000046889	PREX2	6	10	2	6	5	4
ENSG00000047056	WDR37	2568	2885	2346	1765	2747	2502
ENSG00000047188	YTHDC2	2794	2776	2668	2154	2877	2597
ENSG00000047230	CTPS2	2348	2691	2318	1732	2635	2589
ENSG00000047249	ATP6V1H	2530	2625	2348	1848	2720	2468
ENSG00000047315	POLR2B	8243	8497	7849	5996	8851	8268
ENSG00000047346	FAM214A	4581	4798	3690	3428	4376	4257
ENSG00000047365	ARAP2	735	717	651	597	743	622
ENSG00000047410	TPR	25292	29719	26165	18135	32047	27991
ENSG00000047457	CP	9	12	10	2	9	7
ENSG00000047578	KIAA0556	2526	2983	2096	1683	2572	2402
ENSG00000047579	DTNBP1	855	984	896	559	980	933
ENSG00000047597	XK	244	233	221	163	225	241
ENSG00000047617	ANO2	0	4	3	1	2	6
ENSG00000047621	C12orf4	602	618	657	453	768	654
ENSG00000047634	SCML1	1064	1129	948	819	1081	1036
ENSG00000047644	WWC3	2364	2551	2810	1701	2673	2432
ENSG00000047662	FAM184B	18	19	10	7	19	15
ENSG00000047849	MAP4	9458	9128	8170	6768	9186	8605
ENSG00000047932	GOPC	2708	2713	2525	2108	2785	2562
ENSG00000047936	ROS1	1	0	0	1	1	0
ENSG00000048028	USP28	809	1005	929	565	907	939
ENSG00000048052	HDAC9	29	56	47	25	43	37
ENSG00000048140	TSPAN17	3326	3082	2982	2270	3247	3220
ENSG00000048162	NOP16	1507	1146	1408	1177	1470	1252
ENSG00000048342	CC2D2A	471	472	420	353	451	427
ENSG00000048392	RRM2B	7326	8780	7341	5949	8345	7751
ENSG00000048405	ZNF800	1439	1388	1369	1293	1366	1334
ENSG00000048462	TNFRSF17	0	4	1	1	0	2
ENSG00000048471	SNX29	1470	1815	1383	950	1608	1293
ENSG00000048540	LMO3	28	18	20	19	28	29
ENSG00000048544	MRPS10	3126	2916	3020	2400	3551	3000
ENSG00000048545	GUCA1A	1	0	0	0	0	0
ENSG00000048649	RSF1	5467	5537	5113	4031	5672	5722
ENSG00000048707	VPS13D	4464	5531	4136	3103	5055	4356
ENSG00000048740	CELF2	1	0	2	0	3	0
ENSG00000048828	FAM120A	18407	19978	16954	13264	19730	16883
ENSG00000048991	R3HDM1	3974	4503	4167	2999	4528	4378
ENSG00000049089	COL9A2	310	322	407	211	368	462
ENSG00000049130	KITLG	5201	7552	6061	3653	6748	6281
ENSG00000049167	ERCC8	584	506	572	414	606	550
ENSG00000049192	ADAMTS6	12	15	7	6	6	12
ENSG00000049239	H6PD	2332	2960	2143	1550	2584	2311
ENSG00000049245	VAMP3	3335	3455	3619	2494	3765	3618
ENSG00000049246	PER3	1183	1007	959	912	976	1197
ENSG00000049249	TNFRSF9	19	27	28	26	22	19
ENSG00000049283	EPN3	2571	2470	2244	2068	2441	2489
ENSG00000049323	LTBP1	2323	2190	2118	1437	2119	2149
ENSG00000049449	RCN1	115	94	100	104	108	120
ENSG00000049540	ELN	4	3	2	4	2	3
ENSG00000049541	RFC2	3523	3116	3093	2374	3420	3208
ENSG00000049618	ARID1B	2490	3025	2246	1702	2525	2465
ENSG00000049656	CLPTM1L	6480	5962	6183	4796	6593	6257
ENSG00000049759	NEDD4L	985	1102	1057	711	1045	1100
ENSG00000049768	FOXP3	42	52	33	25	32	38
ENSG00000049769	PPP1R3F	213	286	298	176	293	288
ENSG00000049860	HEXB	4812	5443	5891	3798	5990	5805
ENSG00000049883	PTCD2	1115	1002	879	917	1026	1048
ENSG00000050030	KIAA2022	82	139	62	49	119	73
ENSG00000050130	JKAMP	2503	2597	2389	1855	2837	2612
ENSG00000050165	DKK3	0	0	0	0	1	0
ENSG00000050327	ARHGEF5	403	431	425	308	421	435
ENSG00000050344	NFE2L3	859	876	885	653	876	845
ENSG00000050393	MCUR1	2332	2189	2406	1804	2364	2299
ENSG00000050405	LIMA1	2016	2100	2198	1596	2310	2036
ENSG00000050426	LETMD1	2934	3207	2448	2092	3137	2733
ENSG00000050438	SLC4A8	415	501	371	341	481	362
ENSG00000050555	LAMC3	7	16	7	10	6	10
ENSG00000050628	PTGER3	0	4	3	1	4	2
ENSG00000050730	TNIP3	4	4	4	2	2	4
ENSG00000050748	MAPK9	6157	6327	5921	4708	6565	5802
ENSG00000050767	COL23A1	28	32	27	17	27	31
ENSG00000050820	BCAR1	3758	3798	3629	2896	3868	3779
ENSG00000051009	FAM160A2	945	1011	742	593	923	785
ENSG00000051108	HERPUD1	937	1092	746	644	972	922
ENSG00000051128	HOMER3	652	473	635	585	538	581
ENSG00000051180	RAD51	1699	1486	1438	1139	1639	1468
ENSG00000051341	POLQ	3262	4170	3308	2401	4172	3582
ENSG00000051382	PIK3CB	3939	4255	3900	2867	4190	3889
ENSG00000051523	CYBA	7438	7360	7235	5377	7548	8209
ENSG00000051596	THOC3	682	731	665	505	771	771
ENSG00000051620	HEBP2	3346	3621	3360	2646	3577	3413
ENSG00000051825	MPHOSPH9	3204	4246	3426	2320	4219	3780
ENSG00000052126	PLEKHA5	1348	1537	1354	887	1484	1442
ENSG00000052344	PRSS8	3439	2882	2489	2323	2740	2841
ENSG00000052723	SIKE1	10473	11274	9950	8103	11999	10530
ENSG00000052749	RRP12	2266	1649	1948	1814	2038	1849
ENSG00000052795	FNIP2	478	494	532	357	492	494
ENSG00000052802	MSMO1	2703	2643	2788	2314	2895	2438
ENSG00000052841	TTC17	2546	2720	2381	1831	2687	2372
ENSG00000052850	ALX4	3	2	1	2	1	5
ENSG00000053108	FSTL4	457	204	225	335	300	234
ENSG00000053254	FOXN3	1269	1438	963	918	1222	1098
ENSG00000053328	METTL24	0	0	1	0	0	0
ENSG00000053371	AKR7A2	2128	2534	2154	1537	2381	2180
ENSG00000053372	MRTO4	3837	2879	3546	2879	3651	3315
ENSG00000053438	NNAT	46	53	41	39	47	40
ENSG00000053501	USE1	456	423	402	340	445	409
ENSG00000053524	MCF2L2	80	125	69	64	90	92
ENSG00000053702	NRIP2	98	137	89	68	99	96
ENSG00000053747	LAMA3	1018	806	1045	797	914	1004
ENSG00000053770	AP5M1	2092	2340	1966	1681	2423	2106
ENSG00000053900	ANAPC4	1976	1920	1887	1649	2042	2000
ENSG00000053918	KCNQ1	31	23	26	13	14	38
ENSG00000054116	TRAPPC3	2038	1996	1995	1461	2213	2071
ENSG00000054118	THRAP3	11814	12371	10494	8387	12442	11982
ENSG00000054148	PHPT1	3516	3954	3131	2397	4254	3872
ENSG00000054179	ENTPD2	597	761	595	462	640	795
ENSG00000054219	LY75	4	6	4	0	4	3
ENSG00000054267	ARID4B	3345	3740	3211	2531	3575	3516
ENSG00000054277	OPN3	156	153	142	114	165	144
ENSG00000054282	SDCCAG8	521	518	464	368	506	476
ENSG00000054356	PTPRN	1	2	1	1	3	2
ENSG00000054392	HHAT	188	278	187	125	233	194
ENSG00000054523	KIF1B	5963	6196	5545	4502	6453	5740
ENSG00000054598	FOXC1	379	498	580	413	430	475
ENSG00000054611	TBC1D22A	684	804	523	445	743	608
ENSG00000054654	SYNE2	13075	19466	13060	9069	17977	14652
ENSG00000054690	PLEKHH1	2255	2233	1729	1495	1990	1894
ENSG00000054793	ATP9A	15359	16036	13130	10755	15773	13039
ENSG00000054796	SPO11	0	0	1	1	1	0
ENSG00000054803	CBLN4	110	128	92	67	118	88
ENSG00000054938	CHRDL2	1	3	3	1	2	1
ENSG00000054965	FAM168A	5282	6765	4989	3503	6143	5524
ENSG00000054967	RELT	578	502	597	437	598	614
ENSG00000054983	GALC	1213	1239	1228	875	1183	1304
ENSG00000055044	NOP58	6961	6366	6371	5495	7535	6543
ENSG00000055070	SZRD1	6517	6760	6059	4489	7090	6260
ENSG00000055118	KCNH2	212	212	189	190	206	233
ENSG00000055130	CUL1	4515	5092	4658	3422	5630	4757
ENSG00000055147	FAM114A2	749	730	662	513	793	689
ENSG00000055163	CYFIP2	1539	1600	1293	1010	1553	1169
ENSG00000055208	TAB2	5778	6268	5385	4195	6430	5603
ENSG00000055211	GINM1	2738	2677	2576	2054	2948	2762
ENSG00000055332	EIF2AK2	3973	3977	3456	3133	4086	3770
ENSG00000055483	USP36	3579	3343	2830	2676	3507	3183
ENSG00000055609	KMT2C	9018	10053	7538	6184	8723	8156
ENSG00000055732	MCOLN3	509	653	522	365	555	576
ENSG00000055813	CCDC85A	51	57	55	51	62	62
ENSG00000055917	PUM2	10100	11678	9588	7153	11815	10702
ENSG00000055950	MRPL43	2046	2036	1897	1456	2022	2150
ENSG00000055955	ITIH4	4	1	1	1	3	1
ENSG00000055957	ITIH1	2	0	0	1	0	1
ENSG00000056050	HPF1	546	654	557	450	646	586
ENSG00000056097	ZFR	5430	5597	5577	3972	6100	5477
ENSG00000056277	ZNF280C	718	834	643	540	860	695
ENSG00000056291	NPFFR2	2	1	1	0	1	2
ENSG00000056487	PHF21B	42	48	44	28	40	49
ENSG00000056558	TRAF1	64	63	43	28	67	69
ENSG00000056586	RC3H2	8279	8309	7971	5972	8339	8105
ENSG00000056736	IL17RB	528	462	440	378	496	457
ENSG00000056972	TRAF3IP2	1635	1958	1392	1111	1818	1542
ENSG00000056998	GYG2	428	419	343	306	375	359
ENSG00000057019	DCBLD2	3104	3238	2644	2348	3175	2870
ENSG00000057252	SOAT1	1442	1659	1683	1171	1664	1698
ENSG00000057294	PKP2	936	899	1090	682	955	1041
ENSG00000057468	MSH4	3	2	3	1	2	3
ENSG00000057593	F7	6	5	8	8	2	15
ENSG00000057608	GDI2	18925	18072	18399	14381	20770	19315
ENSG00000057657	PRDM1	2	4	1	3	0	1
ENSG00000057663	ATG5	2323	2540	2310	1688	2733	2378
ENSG00000057704	TMCC3	67	96	87	48	68	99
ENSG00000057757	PITHD1	1832	1928	2036	1379	2077	1922
ENSG00000057935	MTA3	2636	2699	2439	1813	2834	2657
ENSG00000058056	USP13	3282	3935	3014	2322	3806	3298
ENSG00000058063	ATP11B	3961	4689	3953	2857	4562	4153
ENSG00000058085	LAMC2	440	419	290	358	526	278
ENSG00000058091	CDK14	404	578	469	283	510	474
ENSG00000058262	SEC61A1	16361	16340	15735	11338	17756	15924
ENSG00000058272	PPP1R12A	6045	6740	6106	4582	6799	6238
ENSG00000058335	RASGRF1	5	3	7	6	5	5
ENSG00000058404	CAMK2B	568	816	487	383	626	569
ENSG00000058453	CROCC	1217	1394	1001	842	1225	1260
ENSG00000058600	POLR3E	3195	2945	2668	2233	2987	2675
ENSG00000058668	ATP2B4	2285	2657	1756	1653	2598	2056
ENSG00000058673	ZC3H11A	11853	13598	11429	8779	13183	12566
ENSG00000058729	RIOK2	1386	1338	1444	1093	1598	1508
ENSG00000058799	YIPF1	903	836	867	617	1009	890
ENSG00000058804	NDC1	3605	4023	3871	2813	4414	4142
ENSG00000058866	DGKG	0	2	1	3	1	0
ENSG00000059122	FLYWCH1	1787	1807	1603	1281	1893	1755
ENSG00000059145	UNKL	1896	2604	2024	1339	2452	2236
ENSG00000059377	TBXAS1	15	16	11	9	15	19
ENSG00000059378	PARP12	235	212	188	152	210	141
ENSG00000059573	ALDH18A1	5273	4789	5090	3866	5062	5094
ENSG00000059588	TARBP1	1750	1730	1530	1388	1911	1526
ENSG00000059691	GATB	709	692	675	447	726	647
ENSG00000059728	MXD1	2819	2228	1906	2257	2423	2041
ENSG00000059758	CDK17	1474	1619	1398	1156	1470	1468
ENSG00000059769	DNAJC25	590	608	610	527	714	624
ENSG00000059804	SLC2A3	7	7	13	11	9	11
ENSG00000059915	PSD	208	219	153	143	174	158
ENSG00000060069	CTDP1	738	798	704	552	740	769
ENSG00000060138	YBX3	4415	3853	3670	3760	4297	3745
ENSG00000060140	STYK1	93	90	83	56	95	91
ENSG00000060237	WNK1	8395	9371	8007	5862	8945	8084
ENSG00000060303	RPS17P5	14	13	13	10	12	3
ENSG00000060339	CCAR1	5903	6431	6412	4567	6816	6544
ENSG00000060491	OGFR	4145	3970	4160	2839	3855	4379
ENSG00000060558	GNA15	4	1	0	2	2	2
ENSG00000060566	CREB3L3	14	17	7	6	13	9
ENSG00000060642	PIGV	872	1215	853	588	1008	910
ENSG00000060656	PTPRU	2516	2474	1847	1740	2546	2067
ENSG00000060688	SNRNP40	2139	2238	2255	1503	2473	2138
ENSG00000060709	RIMBP2	4	1	1	0	0	1
ENSG00000060718	COL11A1	1	2	0	0	1	4
ENSG00000060749	QSER1	4153	4076	3740	3231	3927	3906
ENSG00000060762	MPC1	551	434	459	318	509	494
ENSG00000060971	ACAA1	1773	1806	2038	1268	1793	1886
ENSG00000060982	BCAT1	9	16	17	11	15	21
ENSG00000061273	HDAC7	1778	1654	1712	1456	1699	1955
ENSG00000061337	LZTS1	2	3	1	0	6	2
ENSG00000061455	PRDM6	371	394	364	316	399	373
ENSG00000061656	SPAG4	284	274	234	230	277	304
ENSG00000061676	NCKAP1	14549	15531	13726	10907	16151	14323
ENSG00000061794	MRPS35	3197	2692	3227	2587	3269	3173
ENSG00000061918	GUCY1B3	8	17	15	10	13	17
ENSG00000061936	SFSWAP	2635	3050	2591	1919	3082	2772
ENSG00000061938	TNK2	3212	4111	3081	2157	3386	3522
ENSG00000061987	MON2	6256	7328	6143	4521	6980	6506
ENSG00000062038	CDH3	3589	4067	3414	2247	3876	3797
ENSG00000062096	ARSF	0	2	2	3	1	1
ENSG00000062194	GPBP1	5701	6626	5724	4294	6949	6270
ENSG00000062282	DGAT2	589	444	362	411	545	443
ENSG00000062370	ZNF112	213	331	213	135	291	232
ENSG00000062485	CS	10948	10323	10628	8088	11190	10809
ENSG00000062524	LTK	5	2	2	6	5	4
ENSG00000062582	MRPS24	75	76	98	66	63	94
ENSG00000062598	ELMO2	2155	2442	2258	1475	2490	2125
ENSG00000062650	WAPL	4678	5099	4853	3575	5228	4958
ENSG00000062716	VMP1	43586	37791	38540	40091	43518	37548
ENSG00000062725	APPBP2	43507	49254	42622	31391	48149	44613
ENSG00000062822	POLD1	3600	3585	2889	2469	3301	3470
ENSG00000063015	SEZ6	7	13	6	3	8	10
ENSG00000063046	EIF4B	30474	32942	25569	21642	32785	28953
ENSG00000063127	SLC6A16	42	42	47	28	46	51
ENSG00000063169	GLTSCR1	1120	1186	1001	993	996	1072
ENSG00000063176	SPHK2	572	696	557	403	626	676
ENSG00000063177	RPL18	30625	29444	26119	20432	33181	28854
ENSG00000063180	CA11	202	145	146	113	128	142
ENSG00000063241	ISOC2	2676	2522	2416	1867	2604	2827
ENSG00000063244	U2AF2	13273	15798	13876	8942	15758	15085
ENSG00000063245	EPN1	5740	6042	5481	4128	5771	5947
ENSG00000063322	MED29	3989	4458	3643	2704	4484	3917
ENSG00000063438	AHRR	537	190	255	545	270	276
ENSG00000063515	GSC2	0	0	0	0	0	1
ENSG00000063587	ZNF275	1636	1643	1533	1194	1591	1649
ENSG00000063601	MTMR1	3106	3488	3012	2308	3580	3035
ENSG00000063660	GPC1	3706	3782	3076	2557	3932	3486
ENSG00000063761	ADCK1	537	542	445	380	462	467
ENSG00000063854	HAGH	1681	2026	1596	1088	1877	1711
ENSG00000063978	RNF4	5006	4897	4603	3674	4976	4942
ENSG00000064012	CASP8	867	892	690	716	937	891
ENSG00000064042	LIMCH1	15	18	24	9	24	17
ENSG00000064102	ASUN	2160	2095	2945	1572	2376	2672
ENSG00000064115	TM7SF3	5073	5127	6024	3782	5610	5587
ENSG00000064195	DLX3	272	354	304	157	390	350
ENSG00000064199	SPA17	156	161	158	119	171	179
ENSG00000064201	TSPAN32	5	7	7	2	8	6
ENSG00000064205	WISP2	1922	1158	1367	1630	1791	1543
ENSG00000064225	ST3GAL6	9	9	8	7	9	8
ENSG00000064270	ATP2C2	1786	1886	1862	1165	1753	1936
ENSG00000064300	NGFR	45	71	48	31	49	63
ENSG00000064309	CDON	409	459	317	237	341	348
ENSG00000064313	TAF2	4554	5111	4597	3405	5301	4829
ENSG00000064393	HIPK2	2807	2548	2062	1789	2294	2200
ENSG00000064419	TNPO3	5670	6271	5622	3918	6560	5854
ENSG00000064489	BORCS8-MEF2B	2	4	1	2	2	0
ENSG00000064490	RFXANK	1771	1614	1561	1078	1546	1702
ENSG00000064545	TMEM161A	1320	1163	1109	907	1267	1302
ENSG00000064547	LPAR2	1507	1303	1509	1055	1371	1518
ENSG00000064601	CTSA	2595	2738	2455	1721	2485	2770
ENSG00000064607	SUGP2	6761	8259	6400	4719	7563	7281
ENSG00000064651	SLC12A2	13084	14474	13641	9993	15724	12749
ENSG00000064652	SNX24	1131	1374	1211	754	1294	1299
ENSG00000064655	EYA2	355	294	221	297	331	261
ENSG00000064666	CNN2	1446	911	1515	1089	1052	1408
ENSG00000064687	ABCA7	591	999	608	403	747	782
ENSG00000064692	SNCAIP	5	5	7	4	8	5
ENSG00000064703	DDX20	1523	1578	1451	1071	1614	1604
ENSG00000064726	BTBD1	4270	4761	4471	3483	4797	4526
ENSG00000064763	FAR2	81	80	73	68	94	92
ENSG00000064787	BCAS1	1930	1565	1131	1506	1763	1306
ENSG00000064835	POU1F1	2	2	1	0	0	1
ENSG00000064886	CHI3L2	18	14	15	12	11	17
ENSG00000064932	SBNO2	3528	3290	2883	2574	3164	3514
ENSG00000064933	PMS1	1163	1095	1024	934	1188	1097
ENSG00000064961	HMG20B	4409	5945	4373	3002	5276	5409
ENSG00000064989	CALCRL	14	40	20	10	18	18
ENSG00000064995	TAF11	2661	2818	2810	2073	3102	2818
ENSG00000064999	ANKS1A	2843	2867	2640	2161	2744	2648
ENSG00000065000	AP3D1	6545	6816	5939	4570	6909	6178
ENSG00000065029	ZNF76	1657	2001	1806	1049	1899	2038
ENSG00000065054	SLC9A3R2	1875	1738	1548	1349	1669	1896
ENSG00000065057	NTHL1	615	549	587	502	618	640
ENSG00000065060	UHRF1BP1	3128	3336	2904	2270	3029	2930
ENSG00000065135	GNAI3	11700	11763	11796	9144	13147	12114
ENSG00000065150	IPO5	7289	6270	6775	5531	7451	6680
ENSG00000065154	OAT	3048	2797	3124	2320	2910	3268
ENSG00000065183	WDR3	2846	2112	2543	2310	2681	2460
ENSG00000065243	PKN2	2768	3111	2775	2214	3233	3058
ENSG00000065268	WDR18	1140	1025	1007	803	1038	1140
ENSG00000065308	TRAM2	3296	3550	3193	2310	3480	3244
ENSG00000065320	NTN1	1030	1394	859	645	1313	914
ENSG00000065325	GLP2R	5	1	25	6	1	16
ENSG00000065328	MCM10	3905	3032	3618	2910	3582	3704
ENSG00000065357	DGKA	1010	1372	738	706	1255	851
ENSG00000065361	ERBB3	14713	15858	11195	9464	13516	13149
ENSG00000065371	ROPN1	2	0	1	1	0	0
ENSG00000065413	ANKRD44	320	301	285	208	328	311
ENSG00000065427	KARS	16695	15529	15130	12442	18685	15719
ENSG00000065457	ADAT1	4252	4395	4225	3021	4644	4166
ENSG00000065485	PDIA5	744	637	773	481	679	798
ENSG00000065491	TBC1D22B	883	989	907	606	988	919
ENSG00000065518	NDUFB4	3318	3434	2968	2400	3591	3180
ENSG00000065526	SPEN	9214	9379	8270	6544	8988	8737
ENSG00000065534	MYLK	220	248	203	190	243	246
ENSG00000065548	ZC3H15	5550	5281	5546	4246	6304	5627
ENSG00000065559	MAP2K4	1924	2146	2144	1462	2345	2180
ENSG00000065600	TMEM206	222	228	307	192	260	270
ENSG00000065609	SNAP91	2	2	1	0	2	0
ENSG00000065613	SLK	3513	2942	3499	2603	3356	3437
ENSG00000065615	CYB5R4	1773	1740	1769	1406	1900	1878
ENSG00000065618	COL17A1	9	10	9	4	16	11
ENSG00000065621	GSTO2	1303	1301	1217	928	1488	1357
ENSG00000065665	SEC61A2	555	594	570	416	628	621
ENSG00000065675	PRKCQ	1	1	0	0	1	0
ENSG00000065717	TLE2	646	582	579	513	543	698
ENSG00000065802	ASB1	1753	1969	1570	1214	1877	1669
ENSG00000065809	FAM107B	1075	1124	1288	898	1222	1220
ENSG00000065833	ME1	3103	3330	2989	2581	3752	2651
ENSG00000065882	TBC1D1	961	1023	1062	761	1141	1040
ENSG00000065883	CDK13	4091	4347	3946	2934	4292	3889
